序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
5010,873710,博生医材,0.2,369554392,6.067966969,,53125389.23,11.66,,1.620010133,12.71,0.141229092,27.59173605,,2025/3/27
5011,873472,金川股份,0.036,28537283.4,-0.037211485,,1081594.46,174.34,,0.974074839,3.77,0.162969722,9.680066323,,2025/3/27
5012,873225,海贤能源,0.0398,945800454.8,-8.334543216,,15924650.12,0.76,,1.891290372,2.12,0.151922261,11.73529004,,2025/3/27
5013,873110,山安蓝天,1.15,487092157.4,8.878925053,,116951974.8,6.8,,8.466559901,14.56,0.766211842,31.08986422,,2025/3/27
5014,872900,渤海报关,0.42,9742322.67,7.705675821,,2085064.5,60.75,,1.645643492,24.09,0.28556028,45.4949955,,2025/3/27
5015,872752,艾茉森,-0.48,55361016.85,-26.29893931,,-15448298.65,-908.4,,1.749475305,-24.1,-0.258816276,13.71466317,,2025/3/27
5016,872709,巍特环境,0.92,329363099,12.46415578,,53238106.16,7.56,,6.387029177,15.52,0.162938826,40.45581769,,2025/3/27
5017,872617,三源信息,0.27,167965151.1,-14.83443003,,10605266.74,-23.74,,2.905453848,9.56,-0.525667683,27.63295909,,2025/3/27
5018,872154,维真视界,-0.03,2327919.34,-11.27473182,,-698787.75,-491.43,,0.116660225,-26.05,0.000704821,38.28489135,,2025/3/27
5019,871553,凯腾精工,0.11,440923954.3,4.733069489,0.5725,15383070.36,-34.09,-12.5256,2.393529427,4.51,0.475741249,34.7351581,造纸印刷,2025/3/27
5020,871172,临涣水务,0.19,101916430.2,-14.09182339,,38795998.03,-14.02,,2.410941348,8.26,0.331273616,61.91215374,,2025/3/27
5021,870815,汇维科技,1.03,90709856.6,8.409055983,,26843582.26,17.27,,3.455172219,28.11,1.23137419,48.28354352,,2025/3/27
5022,870536,快达农化,0.4095,938443600.6,-2.839053678,,104560119.6,-15.23,,4.040279058,10.11,0.741199064,23.50349864,,2025/3/27
5023,870260,邦力达,0.31,104825465,9.677062925,,17489516.09,3.13,,2.250271922,14.54,0.111741522,34.16227149,,2025/3/27
5024,839893,科技众创,0.06,1886792.4,,,715386.58,2790,,0.117765681,71.28,-0.073260402,78.79999941,,2025/3/27
5025,839074,一特医疗,0.31,217831180,4.887248935,,9866395.53,18.17,,2.796849813,11.6,-0.156896366,31.53995481,,2025/3/27
5026,838626,为信股份,-0.05,16870013.63,-27.24832695,,-955660.38,-371.8000196,,0.902547498,-5.16,-0.207644689,37.79722838,,2025/3/27
5027,837949,精华新材,0.06,110918446.2,37.53333238,,4403833.66,37.63,,1.182780152,5.45,0.126057061,18.2193071,,2025/3/27
5028,837301,道坦坦,-0.05,67110442.69,-21.52920604,,-1499546.4,-269.82,,1.510676195,-3.02,0.140123043,28.23562677,,2025/3/27
5029,836675,秉扬科技,0.2951,607145720.7,12.61779509,-20.595,50718637.47,-26.13,-96.2594,3.511893432,8.63,0.42398406,18.13884938,非金属材料,2025/3/27
5030,835426,成长秘密,-0.11,1989051.02,3.422060859,,-872960.08,-196.9,,0.026906552,-132.52,-0.379270091,44.9107404,,2025/3/27
5031,835340,金网信息,-0.17,71998206.7,1.457149801,,-5277484.2,-341.17,,1.26193515,-12.58,-0.007744377,39.68205043,,2025/3/27
5032,834927,自然科技,0.28,474866832.9,1.88745842,,15523493.76,-38.35,,5.454337166,5.19,0.225032446,32.76846658,,2025/3/27
5033,834780,图安世纪,0.13,152783602.6,20.91312649,,4714005.77,-59,,2.019179955,6.9,0.016913604,27.31749781,,2025/3/27
5034,834751,曲辰种业,-0.05,11065598.14,-35.76725797,,-1472037.31,-230.16,,1.044907912,-5.03,-0.45712454,42.59693593,,2025/3/27
5035,834670,宏达小贷,0.09,113948040.1,-19.94272558,59.4739,47245732.42,-20.65,-3.7305,1.325025492,6.92,0.403620916,,,2025/3/27
5036,834609,万兴股份,0.23,77413867.71,17.69805728,,10651888.81,92.23,,1.687571756,14.56,0.197098898,27.11751806,,2025/3/27
5037,834069,金通科技,0.48,432390857.7,3.225619977,,36903505.65,2.64,,5.488579581,9.07,1.288217382,25.67189772,,2025/3/27
5038,833189,达诺尔,0.42,248333808.1,89.468353,,13802032.43,122.56,,5.279562538,8.59,2.224616894,21.89754052,,2025/3/27
5039,832989,鑫博技术,0.62,297905388.3,575.3404095,,33078677.05,778.49,,2.676258883,26.4,1.171741233,26.37891365,,2025/3/27
5040,832980,怡林实业,-0.19,17973933.04,-41.29036415,,-5923376.93,-1200.3,,1.327583715,-14,-0.165764592,-7.368860544,,2025/3/27
5041,832867,瑞捷股份,0.08,272072225.9,-21.63397586,,2950753.45,-17.28,,4.00645906,2.1,1.099053853,12.87864221,,2025/3/27
5042,832133,天涌影视,-0.05,13565227.22,-32.23667129,,-3230310.67,81.55,,0.151628436,-29.31,-0.033690036,31.43345799,,2025/3/27
5043,832022,珈诚生物,0.5,125177491.3,-10.04209307,,12157868.97,-41.03,,4.917560644,10.53,0.651666727,28.20160507,,2025/3/27
5044,831663,云叶股份,0.19,634681828.6,-39.02729871,,10626616.2,-77.06,,4.402920147,4.48,0.079103632,6.896234077,,2025/3/27
5045,831487,山大合盛,-0.17,6302251.34,-11.72811223,,-3602737.93,60.74,,0.399651213,-34.66,-0.006012949,-2.293142279,,2025/3/27
5046,831107,金科信息,0.02,225766692,-27.95552295,,1686563.31,129.36,,1.214974038,1.69,0.615033775,16.23724319,,2025/3/27
5047,830917,网波股份,0.021,35243137.37,-20.85628993,,934644.72,-51.08,,0.501506758,4.35,-0.101906461,47.75846147,,2025/3/27
5048,688589,力合微,0.7,548831912.2,-5.241172286,49.1084,84336665.14,-21.1,317.8648,8.07159651,8.12,0.731489978,44.53562841,半导体,2025/3/27
5049,688252,天德钰,0.68,2101972722,73.87700336,-3.5746,274880771,143.61,-8.921,5.3301586,13.43,0.334766366,21.41009423,半导体,2025/3/27
5050,688233,神工股份,0.24,302729514.8,124.1890305,-0.3033,41150745.84,159.543987,-39.8659,10.52789822,2.32,1.015407752,33.69384344,半导体,2025/3/27
5051,688161,威高骨科,0.56,1452715790,13.17959358,11.0293,223751739.1,99.22,-16.4477,9.883799809,5.72,0.685482465,65.73052939,医疗器械,2025/3/27
5052,605198,安德利,0.75,1417986998,61.85127044,0.0861,260703197,2.03,-1.7708,7.580990093,9.91,-0.312906233,24.79107217,食品饮料,2025/3/27
5053,603955,大千生态,0.2147,114678525.4,-10.23575475,79.3239,29134556.54,134.9381243,455.3124,11.514893,1.88,1.567669762,32.32100223,工程建设,2025/3/27
5054,603606,东方电缆,1.47,9092521786,24.38395395,-9.0041,1008157259,0.81,-73.5982,9.977529561,15.3,1.617917548,18.8335249,电网设备,2025/3/27
5055,603518,锦泓集团,0.89,4395281574,-3.292655849,74.277,306261215,2.9,941.2411,10.30671467,8.74,2.22176092,68.63418607,纺织服装,2025/3/27
5056,603368,柳药集团,2.21,21182454178,1.780477746,-3.0183,854872384,0.62,-44.7928,18.72426349,11.62,2.101372658,11.36615703,医药商业,2025/3/27
5057,603166,福达股份,0.29,1647567446,21.8327393,37.5276,185280977.9,78.96,36.2553,3.702827909,7.84,0.731938236,25.04647527,汽车零部件,2025/3/27
5058,601998,中信银行,1.22,2.13646E+11,3.764036213,-3.2994,68576000000,2.33,2.5343,12.56990275,9.79,-3.327977646,,银行,2025/3/27
5059,601988,中国银行,0.75,6.3009E+11,1.156064724,-5.9093,2.37841E+11,2.56011108,8.6001,8.17532644,9.5,1.871564058,,银行,2025/3/27
5060,601628,中国人寿,3.78,5.28567E+11,30.49748173,-47.4581,1.06935E+11,108.9,-96.359,18.0320184,21.59,13.4015567,,保险,2025/3/27
5061,601616,广电电气,0.0875,1036933731,37.01066046,-0.0321,74727239.13,411.28,48.3412,2.880394003,2.99,0.161250424,27.82211471,电网设备,2025/3/27
5062,601601,中国太保,4.67,4.04089E+11,24.74000216,-19.3263,44960000000,64.9,-49.5371,30.29282744,16.6,16.05031185,,保险,2025/3/27
5063,601600,中国铝业,0.723,2.37066E+11,5.213312107,0.361,12400160000,85.38,69.1409,3.97466412,19.26,1.912230811,15.75272432,有色金属,2025/3/27
5064,601588,北辰实业,-0.84,7152407232,-54.59215203,86.1122,-2827464028,-4254.11,-900.7999,2.88063112,-25.24,0.289169552,26.08409082,房地产服务,2025/3/27
5065,601456,国联民生,0.14,2683134476,-9.214361633,-26.1991,397419308.3,-40.8,-99.4915,6.562790086,2.19,4.964031105,,证券,2025/3/27
5066,601368,绿城水务,0.0996,2477672499,6.259907792,-5.7,87934594.38,19.61,-169.635,5.369825886,1.87,0.511294435,34.6297318,公用事业,2025/3/27
5067,601061,中信金属,0.46,1.3019E+11,4.152886475,14.0429,2238248234,8.79,-14.5843,4.480456432,10.95,0.17679314,1.313700934,贸易行业,2025/3/27
5068,600879,航天电子,0.166,14280488298,-23.74583476,231.5381,548020385.7,4.42,-104.4116,6.267743105,2.677,-0.122053238,20.98636933,航天航空,2025/3/27
5069,600828,茂业商业,0.0214,2715731289,-14.20588305,6.8626,37146633.89,-26.63,-6651.2182,4.027619092,0.53,0.608043989,62.26760119,商业百货,2025/3/27
5070,600803,新奥股份,1.46,1.3591E+11,-5.514235493,16.9009,4493180000,-36.64,4.2194,7.577196659,19.06,4.572731177,13.93205905,燃气,2025/3/27
5071,600801,华新水泥,1.16,34217347727,1.363448367,11.985,2416280487,-12.52,213.2956,14.57022153,8.16,2.875098481,24.68579959,水泥建材,2025/3/27
5072,600602,云赛智联,0.148,5622737031,6.818898977,43.5867,202393510.6,4.92,-1.0239,3.474850556,4.324,0.254254034,19.29041473,软件开发,2025/3/27
5073,600499,科达制造,0.534,12600261900,29.95802402,31.4918,1006311800,-51.9,22.131,5.985294937,8.8,0.2905351,25.95336848,专用设备,2025/3/27
5074,600488,津药药业,0.122,3215285233,-15.00310338,-16.6175,133450642.7,14.01,-219.182,2.800058965,4.45,0.521456858,45.4452665,化学制药,2025/3/27
5075,600449,宁夏建材,0.5,8653460678,-16.87406518,-23.9494,241419244.6,-18.82,-40.3558,15.2169739,3.36,1.32703577,7.329131615,水泥建材,2025/3/27
5076,600415,小商品城,0.56,15737383922,39.27274612,33.1993,3073677495,14.85,-15.4483,3.739073736,16.1,0.819042504,31.38699511,商业百货,2025/3/27
5077,600377,宁沪高速,0.9819,23198204415,52.70003159,123.0021,4946691605,12.09,-39.6901,7.661518496,13.63,1.253775112,26.28308115,铁路公路,2025/3/27
5078,600375,汉马科技,0.1,4222445693,8.911767703,-3.6975,157232828.9,116.3326724,341.0067,2.0575391,-21.27,-0.655273051,2.833373208,汽车整车,2025/3/27
5079,600328,中盐化工,0.3555,12892522231,-20.68975506,3.6361,518792627.4,-56.32,-141.4336,8.265347907,3.9402,0.395514616,17.48624129,化学原料,2025/3/27
5080,600030,中信证券,1.41,63789215688,6.19501793,10.5864,21703696593,10.06,-21.2594,17.70157502,8.09,11.64349774,,证券,2025/3/27
5081,600029,南方航空,-0.09,1.74224E+11,8.938341389,-20.6693,-1696000000,-59.71,-214.6571,1.916505712,-4.72,1.73527951,8.410437138,航空机场,2025/3/27
5082,600026,中远海能,0.8461,23243743310,2.246448593,11.0526,4036523692,19.37,-23.1323,7.518044523,11.25,1.80794183,27.23682086,航运港口,2025/3/27
5083,430683,新中德,0.44,98540554.61,-17.13486818,,9633870.87,53.71,,2.915590345,15.67,0.020959925,18.5072564,,2025/3/27
5084,430179,宇昂科技,0.07,259756779,-4.52004168,,2000821.97,193.19,,1.294043769,5.42,0.506168737,18.03534393,,2025/3/27
5085,430143,武大科技,-0.0474,53255017.01,-16.73590857,,-4744711.32,-27.01,,1.246474056,-3.74,-0.012232421,16.17303648,,2025/3/27
5086,420178,山航B3,-5.66,19586397073,7.062040731,,-2263598943,-1155.31,,-24.67993272,,9.752872871,-1.882372867,,2025/3/27
5087,301662,宏工科技,3.67,2163222486,-32.36474259,,220222053.3,-30.08,,17.1771258,23.93,2.60561442,29.0760421,专用设备,2025/3/27
5088,301526,国际复材,-0.09,7361807023,2.87128674,3.2732,-353915283.4,-164.88,-219.5988,2.109557163,-4.28,0.451205053,12.57440401,玻璃玻纤,2025/3/27
5089,301066,万事利,0.19,667978413.5,-3.509776108,12.1282,35106239.06,1.05,95.242,3.586573482,5.31,0.341513634,45.18067397,纺织服装,2025/3/27
5090,300908,仲景食品,1.2,1097646682,10.39952849,-13.8735,175403085.5,1.81,-46.1994,11.80313928,10.34,1.562333884,41.7301186,食品饮料,2025/3/27
5091,300824,北鼎股份,0.2138,753622086.6,13.27829236,34.301,69508710.23,-2.59,339.78,2.158492118,9.62,0.337148014,46.89605532,家电行业,2025/3/27
5092,300759,康龙化成,1.0133,12275774875,6.394338671,7.6471,1793350815,12.01,20.4787,7.659075573,13.7,1.449028727,34.23923296,医疗服务,2025/3/27
5093,300711,广哈通信,0.2965,543627547.5,20.56545664,277.5246,73873838.22,20.69,708.9131,3.027358273,10.12,0.303100656,52.2476607,通信设备,2025/3/27
5094,300465,高伟达,0.07,1175730141,-16.27581365,60.906,31357047.48,9.21,-52.5564,1.465222488,4.76,0.454729419,20.23770385,软件开发,2025/3/27
5095,300453,三鑫医疗,0.4416,1500438418,15.41292601,5.6182,227404091.1,10.05,-3.5311,2.534594437,17.81,0.745766587,35.32967908,医疗器械,2025/3/27
5096,3816,中国广核,0.214,86804414918,5.155471496,7.1672,10813873225,0.83,-71.1109,2.388964535,9.33,0.752812043,34.02915839,电力行业,2025/3/27
5097,3033,征和工业,1.6,1835067507,5.940382221,8.0547,130976522.1,12.91,-12.8533,15.3869844,10.8,3.452630746,21.38730391,汽车零部件,2025/3/27
5098,2948,青岛银行,0.69,13497534000,8.220295959,-10.326,4264120000,20.16,-0.592,6.449193907,11.51,3.943332151,,银行,2025/3/27
5099,2749,国光股份,0.82,1986161733,6.794608864,40.059,367032222.9,21.52,84.3028,4.490425016,19.44,0.934783805,45.42973443,农药兽药,2025/3/27
5100,2592,ST八菱,0.26,658860845.3,21.4082808,46.168,69981622.17,-33.67,-6.901,3.111056435,8.3,0.250678943,21.33833703,汽车零部件,2025/3/27
5101,2469,三维化学,0.4,2554290430,-3.881879036,28.8865,262648513.7,-6.92,89.7189,4.198462508,9.73,0.438561,21.56488763,化学原料,2025/3/27
5102,2466,天齐锂业,-4.82,13063477016,-67.74725826,-17.7563,-7904580295,-208.32,-344.5057,25.52519993,-16.92,3.384180073,46.07437847,能源金属,2025/3/27
5103,2243,力合科创,0.2028,2320918014,-7.746604048,32.9608,245461822,-25.41,102.8576,6.014058133,3.41,-0.078068445,23.60352139,美容护理,2025/3/27
5104,2241,歌尔股份,0.79,1.00954E+11,2.414377262,6.9863,2665044826,144.93,-71.4474,9.518948434,8.46,1.778496574,11.0886921,消费电子,2025/3/27
5105,2237,恒邦股份,0.47,75800749915,15.59037668,2.6163,536715089.1,4.07,-56.5407,8.172806389,5.67,0.358498756,2.456448573,贵金属,2025/3/27
5106,2151,北斗星通,-0.65,1498314843,-63.29651885,16.2653,-349741341.1,-316.98,-1352.3227,9.400351897,-6.53,-0.143564976,34.200006,通信设备,2025/3/27
5107,2050,三花智控,0.84,27947164516,13.80157084,7.2231,3099165128,6.1,1.2368,5.170352378,16.77,1.169929051,27.47087619,家电行业,2025/3/27
5108,1368,通达创智,0.9,971376457.6,21.55713119,2.8344,103017967.2,1.89,-10.7045,11.91474536,7.21,1.253926515,26.19109095,塑料制品,2025/3/27
5109,1358,兴欣新材,0.66,468139233.4,-25.72099821,20.1489,81149928.94,-42.68,-1.5393,11.80766534,5.5,0.750229886,31.27350563,化学原料,2025/3/27
5110,1299,美能能源,0.47,665208472.3,15.52974733,99.4812,87298199.69,6.71,117.9965,6.922920952,6.71,0.531829689,18.7809469,燃气,2025/3/27
5111,1258,立新能源,0.05,970678509.7,-1.928745219,-44.9343,50182051.8,-62.89,-306.1372,3.118797438,1.72,0.381338268,48.9252963,电力行业,2025/3/27
5112,990,诚志股份,0.1897,11066140838,-10.88192241,9.7825,230588917.5,29.98,-61.2493,14.67408446,1.3,1.134488164,15.86611316,化学原料,2025/3/27
5113,905,厦门港务,0.2692,22146864150,-3.404469555,-26.2196,199692437.9,-13.84,-83.9234,6.685738247,4.06,1.898483473,2.843774234,航运港口,2025/3/27
5114,877,天山股份,-0.0746,86995138610,-18.98382233,17.3496,-598396511.7,-130.45,1042.4103,11.63691732,-0.72,1.752392849,16.72367073,水泥建材,2025/3/27
5115,856,冀东装备,0.0963,2495147402,-14.57693079,4.0556,21858907.44,-28.72,263.7577,1.848587537,5.25,-0.151575067,8.111343582,专用设备,2025/3/27
5116,807,云铝股份,1.27,54450459133,27.61197989,5.0004,4411670801,11.52,-54.5192,8.166326683,16.45,2.003310373,13.23421224,有色金属,2025/3/27
5117,786,北新建材,2.159,25821124419,15.13976894,-19.3477,3646942470,3.49,-46.1065,15.19551231,15.01,3.039030295,29.87784434,装修建材,2025/3/27
5118,586,汇源通信,-0.0483,422197654.7,-14.84660829,26.4985,-9342609.95,-146.855773,-303.056,1.674293842,-2.84,-0.028059167,30.08110309,通信设备,2025/3/27
5119,532,华金资本,0.4541,485864823.9,21.17595477,78.8354,156536688.4,111.53,1820.272,4.309626304,11.04,0.519312606,51.14424496,综合行业,2025/3/27
5120,513,丽珠集团,2.24,11812338855,-4.969409224,-2.4476,2061095804,5.5,-22.6006,15.21084012,14.43,3.268625099,65.45047507,化学制药,2025/3/27
5121,874688,华达通,1.31,341861342.6,17.00957125,,67406561.38,8,,7.135512506,20.28,1.450720198,40.54585721,,2025/3/26
5122,874332,文峰光电,0.98,192637751.1,-6.758707565,,58971865.27,-17.11,,8.714177039,11.77,1.541859024,55.0891222,,2025/3/26
5123,874098,安奕极,0.31,389758559.5,0.971422591,,35130438.65,-17.92,,2.333009832,14.14,0.541111234,33.54215684,,2025/3/26
5124,873996,岳海新材,-0.39,111186992.2,1.040167903,,-5818634.7,437.44,,5.07673385,-7.36,-0.569990885,4.811892185,,2025/3/26
5125,873971,银河股份,0.25,81470739.82,-28.82162571,,9219348.13,-74.38,,5.34331607,4.62,0.084944743,43.81123333,,2025/3/26
5126,873712,金则利,1.09,252935594.6,1.587403816,58.0357,26827374.28,-8.07,-8.1025,11.91460844,9.58,0.62347472,21.65633066,,2025/3/26
5127,873554,赛康智能,0.99,137844420.5,4.325510443,49.5057,49850103.63,17.82,75.1048,2.537580634,35.06,1.407976316,63.8585053,,2025/3/26
5128,873224,如是集团,0.14,760005688.8,-2.47388152,,11750102.5,-73.54,,2.826202526,4.59,0.1329154,10.62337128,,2025/3/26
5129,873198,华冠电容,0.17,148358963.7,29.14473793,,13584699.53,31.97,,1.950595462,8.86,0.538836303,30.12070585,,2025/3/26
5130,872732,壹度股份,0.1,233564189.2,34.10737273,,2668896.73,145.37,,1.589199717,6.35,0.401316935,28.12946938,,2025/3/26
5131,872409,欧百特,-0.2013,31022519.87,-12.58244411,,-5829030.75,-3300.23,,0.990798976,-18.45,0.054283505,12.76872226,,2025/3/26
5132,871551,清泉水务,0.17,64486367.29,-11.21382812,,13772143.06,-12.26,,1.532455966,11.96,0.152892769,47.61083209,,2025/3/26
5133,871447,华冠科技,0.05,301273136,-24.82679911,,2127840.29,-91.62,,4.90645629,0.97,0.071656175,24.75660156,,2025/3/26
5134,871360,广珠物流,0.03,1846329471,-40.57128494,,7195458.52,-66.01,,1.948379247,1.34,1.11949919,2.534216493,,2025/3/26
5135,871310,汇湘轩,0.38,281396902.5,12.86024622,-30.6936,18604991.06,23.64,-91.4994,2.728400334,14.51,1.161353941,38.72327536,,2025/3/26
5136,870780,易而达,2.21,434356669.9,24.78223231,,33185446.48,97.86,,7.545585214,32.13,3.159139017,20.89129839,,2025/3/26
5137,870772,和声钢琴,-0.31,6299421.25,-64.31081568,,-15676263.69,-321.9,,0.666583997,-38.08,-0.041823969,-10.88025745,,2025/3/26
5138,870318,恒锵航空,-0.05,11376803.93,4.264569538,,-1059241.52,-897.17,,0.898903102,-5.72,0.131099609,57.42590257,,2025/3/26
5139,870256,秦岭旅游,0.08,106143227.5,-1.687455631,,6743750.15,-36.18,,3.832937213,2.19,0.671792203,43.44948329,,2025/3/26
5140,839216,西施兰,0.37,58541062.73,-2.416342514,,22241873.88,-16.13,,2.273119023,16.7,0.453191662,84.55146298,,2025/3/26
5141,838448,联创云科,0.0287,118149746.8,14.99006811,,487553.73,-17.93,,1.496253422,1.93,0.008612226,7.125010927,,2025/3/26
5142,836389,新亚股份,0.0184,2017419.45,149.6348164,,91999.09,19.22,,0.03167975,81.85,0.003814562,22.05452713,,2025/3/26
5143,836073,时代正邦,-0.02,52211208.32,-15.72377104,,-360399.25,-137.96,,0.722216464,-2.11,-0.083249678,34.25315199,,2025/3/26
5144,835471,呈天网络,-0.46,90657714.49,-4.106017454,,-9179039.95,-541.83,,1.883465507,-21.23,0.126281931,18.93967162,,2025/3/26
5145,834221,华畅科技,0.13,97802410.76,0.757850988,,3504275.21,-64.69,,1.949593369,6.93,0.0691512,22.74867997,,2025/3/26
5146,834170,汉德股份,0.44,53045770.96,70.66197194,,8286575.35,577.05,,1.391666266,37.16,0.612180065,36.7116637,,2025/3/26
5147,834033,康普化学,0.68,330480804.8,-25.20873682,-48.3129,80299971.39,-46.39,-94.6016,6.041187859,11.55,-0.07489789,43.93152461,化学制品,2025/3/26
5148,833543,灵通股份,0.31,135467205.6,5.427225683,,15878240.54,2.24,,1.946892802,16.13,0.501634751,24.4146932,,2025/3/26
5149,833378,深深爱,-0.19,411617288,-5.118782002,,-47867079.38,24.26,,1.319599129,-13.18,0.056776693,12.43162646,,2025/3/26
5150,833063,高华股份,0.02,220968506.7,16.52042926,,1774387.09,102.5773582,,1.868087819,0.85,0.16466717,13.26440717,,2025/3/26
5151,832944,银信农贷,0.16,39836185.9,9.573797485,11.3773,24746057.53,34.95,29.1875,1.271976832,12.87,-0.020845644,,,2025/3/26
5152,832591,翔宇科技,0.19,30226393.35,-7.779984048,,3979930.05,-27.12,,2.721690005,7.17,0.305476288,55.5619414,,2025/3/26
5153,832146,德平科技,1.18,58721874.4,17.23969707,,25957014.82,97.62,,5.972395591,18.63,1.450288296,55.66816876,,2025/3/26
5154,832084,深川股份,0.0317,77830500.39,-9.315111639,,1626711.82,-74.54,,2.111760206,1.51,-0.097627012,29.05763739,,2025/3/26
5155,830813,熔金股份,0.06,374426502.4,3.612942124,,6453139.59,-6.19,,3.073742066,2.08,-0.112213353,12.38798327,,2025/3/26
5156,830768,耀通科技,0.07,20188914.87,18.85020579,,2129269.8,-51.21,,0.965013042,7.61,-0.09029566,30.91683595,,2025/3/26
5157,688671,碧兴物联,-0.49,329358434.2,-5.909330677,161.8151,-38546083.85,-264.92,-409.0929,14.01939918,-3.44,2.397740368,24.3036706,仪器仪表,2025/3/26
5158,688543,国科军工,1.14,1204437739,15.78301689,56.1542,198727113,41.25,-28.8996,12.97210001,8.89,-0.599847761,34.41687549,航天航空,2025/3/26
5159,688385,复旦微电,0.7,3590223828,1.526030706,1.9143,572595101.3,-20.42,83.6526,7.175418985,10.27,0.891698588,55.94701011,半导体,2025/3/26
5160,688336,三生国健,1.14,1193568348,17.70492648,-25.8533,704579055,139.15,355.4157,9.026865021,13.47,0.45580823,74.5012733,生物制品,2025/3/26
5161,688300,联瑞新材,1.35,960360374.9,34.94226467,6.5112,251374413.1,44.47,-1.3195,8.116888895,17.81,1.371276512,40.37625635,非金属材料,2025/3/26
5162,688295,中复神鹰,-0.14,1557310555,-31.06592678,13.5044,-124383864.8,-139.12,-248.3557,5.139199671,-2.63,0.600039025,14.24822899,化纤行业,2025/3/26
5163,688285,高铁电气,0.1199,1008147636,-16.19642416,101.9649,45133071.11,-18.13,833.8213,4.374679782,2.77,0.45285073,19.36055269,交运设备,2025/3/26
5164,688185,康希诺,-1.53,846338072.2,137.0141675,5.9222,-378884001.4,74.44690478,-5378.3373,19.84188183,-7.44,-0.676044332,75.83741155,生物制品,2025/3/26
5165,688106,金宏气体,0.42,2525277684,4.034205841,6.6875,201225096.1,-36.12,-118.3389,6.024518886,6.42,1.203024551,32.15420736,电子化学品,2025/3/26
5166,688027,国盾量子,-0.4,253368922.9,62.30039444,409.1452,-31841414.28,74.30426492,217.7062,31.49629488,-2.12,0.317900007,55.58630762,通信设备,2025/3/26
5167,605368,蓝天燃气,0.72,4755387002,-3.869486711,22.128,503382062.6,-16.98,-52.9271,4.985023869,13.61,0.83549716,19.40938892,燃气,2025/3/26
5168,603899,晨光股份,1.5162,24228248699,3.755440631,17.3329,1395844393,-8.58,-3.7212,9.644495645,16.64,2.47810172,18.89734663,家用轻工,2025/3/26
5169,603886,元祖股份,1.04,2313707968,-12.98912437,-56.2807,248756235.4,-9.98,-102.1063,6.900400808,15.4,1.560141078,63.33257299,食品饮料,2025/3/26
5170,603165,荣晟环保,1.07,2235207317,-2.446516834,6.4446,286346551.8,5.79,-48.5276,8.201551402,12.76,0.408273355,14.96156902,造纸印刷,2025/3/26
5171,601991,大唐发电,0.1629,1.23474E+11,0.855229991,-0.5753,4506183000,229.7,-94.1881,1.636634408,10.44,1.411545952,14.86748721,电力行业,2025/3/26
5172,601969,海南矿业,0.36,4065530940,-13.10627944,-9.2886,706494250,12.97,11.3963,3.41355593,10.44,0.681836414,34.81538183,钢铁行业,2025/3/26
5173,601808,中海油服,0.6574,48301581218,9.505999519,31.5032,3136991876,4.1,-18.7834,9.178731533,7.36,2.308794557,15.69184588,采掘行业,2025/3/26
5174,601728,中国电信,0.36,5.23569E+11,3.096676553,4.4494,33012069908,8.4,-50.4009,4.943764241,7.3,1.587506028,28.66299116,通信服务,2025/3/26
5175,601619,嘉泽新能,0.26,2421914731,0.785304304,4.782,630123882.8,-21.53,-42.8078,2.811870538,9.41,0.73365044,61.3789314,电力行业,2025/3/26
5176,601598,中国外运,0.5396,1.05621E+11,3.789253656,-33.0664,3917651361,-7.05,24.1148,5.42451581,10.05,0.563632791,5.248303026,物流行业,2025/3/26
5177,601077,渝农商行,0.99,28261463000,1.093535045,-1.3854,11512747000,5.6,-59.1564,11.06770591,9.28,0.404815092,,银行,2025/3/26
5178,601059,信达证券,0.41,3291547424,-5.510173384,24.8201,1364888583,-6.95,76.6569,5.953996842,7.23,3.171465944,,证券,2025/3/26
5179,601022,宁波远洋,0.42,5271538477,17.95441392,13.3129,553739227.6,9.86,16.0557,4.422337577,9.9,0.830312465,15.53284832,航运港口,2025/3/26
5180,600970,中材国际,1.14,46127315928,0.717205331,32.8513,2983121239,2.31,39.7676,7.992140415,14.96,0.866824868,19.62536207,工程建设,2025/3/26
5181,600956,新天绿能,0.4,21372124493,5.375934123,52.8632,1672367021,-24.24,169.1156,5.158091478,7.82,0.884702895,19.67193173,燃气,2025/3/26
5182,600858,银座股份,0.1301,5418932577,-2.169699594,-33.276,67651912.76,-68.77,-1563.6686,5.089976218,2.581,1.612451072,41.87332806,商业百货,2025/3/26
5183,600810,神马股份,0.03,13968410639,4.080846983,16.2785,33529751.5,-77.57,124.7607,6.838392426,0.42,0.312556676,11.1866421,化纤行业,2025/3/26
5184,600235,民丰特纸,0.2,1458918544,-9.81953729,-22.2695,72001283.9,54.09,-12.1207,4.271480131,4.88,0.745693418,16.50884853,造纸印刷,2025/3/26
5185,600196,复星医药,1.04,41067195863,-0.80277155,-2.8114,2769886631,16.08,-3.3848,17.69199964,5.9,1.675939396,47.97411042,化学制药,2025/3/26
5186,600036,招商银行,5.66,3.37488E+11,-0.482125954,6.2873,1.48391E+11,1.22,-8.4129,41.45789056,14.49,17.72494052,,银行,2025/3/26
